,index,job_title,company,city,description,technologies,position_level,contract,model_work,exp_date,url
47,46,DevOps Engineer for SmartThings Pro,Samsung R&D Institute Poland,"Warszawa, Wola","Your responsibilities, Participate in designing and building of Cloud based IoT solution, Configuration, development and integration of CI/CD processes, Building Cloud Infrastructure, Monitoring and support production environments, Supporting...","{Azure,Linux,Terraform,Kubernetes,PostgreSQL,Python,Node.js,Java,Go}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/devops-engineer-for-smartthings-pro-warszawa-plac-europejski-1,oferta,1004107479"
48,47,Devops / Software engineer,OVH Sp. z o.o.,Wrocław,"Your responsibilities, Develop functionalities that make a difference: you will create new functionalities to improve existing tools and make them more efficient., Solve complex problems: you will propose solutions to solve complex problems and...","{zimbra,Python,Perl,Git,Puppet,Ansible}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-06-22,"https://www.pracuj.pl/praca/devops-software-engineer-wroclaw,oferta,1004118814"
49,48,Trener programowania - kółko informatyczne,Atinea Sp. z o.o.,Gdańsk,"Twój zakres obowiązków, Prowadzenie zajęć z programowania według określonego przez nas scenariusza, podręcznika, kart pracy, przykładów i zadań dostępnych na stworzonej przez nas platformie, opracowywanie nowych zadań;, Dodatkowo uczestnicy OI...","{C,C++,Python}","{Asystent,""Młodszy specjalista (Junior)""}","{""Umowa zlecenie""}","{""Praca stacjonarna"",""Praca zdalna""}",2025-06-20,"https://www.pracuj.pl/praca/trener-programowania-kolko-informatyczne-gdansk,oferta,1004113229"
50,49,Fullstack Developer (maternity cover),HSBC Service Delivery (Polska) Sp. z o.o.,"Kraków, Dębniki","Your responsibilities, Implement scalable backend services and APIs using Python., Develop and maintain UI components using Dash, Next.js and Django., Contribute to the implementation, testing of a reusable quantitative library., Closely...","{Python,Next.js,Django}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/fullstack-developer-maternity-cover-krakow-kapelanka-42a,oferta,1004171969"
51,50,Machine Learning Engineer (12 months fixed term contract),IG Group,"Kraków, Dębniki","Your responsibilities, Designing, implementation and support of ML/AI/Data solutions as well as internal tools and systems., , Support and Maintenance of the existing solutions., , Supporting the researchers in their daily work and projects....","{Python,SQL,Docker,Kubeflow,Airflow,Prefect,LangChain,PyTorch,Tenforflow}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/machine-learning-engineer-12-months-fixed-term-contract-krakow-kapelanka-42,oferta,1004172890"
52,51,Python Junior Developer,Wrocławski Instytut Zastosowań Informacji Przestrzennej i Sztucznej Inteligencji,"Wrocław, Śródmieście","Twój zakres obowiązków, Szukamy osoby, która posiada dobrą znajomość języka Python (składnia i narzędzia) oraz podstawowe doświadczenie i chce rozwijać swoje umiejętności programistyczne – nie wymagamy kilkuletniego doświadczenia. Jeśli jesteś...",{Python},"{""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca stacjonarna""}",2025-07-17,"https://www.pracuj.pl/praca/python-junior-developer-wroclaw-norwida-9,oferta,1004172803"
53,52,AI Developer,Strive Sp. z o.o.,"Gdańsk, Oliwa","Twój zakres obowiązków, Opracowywanie i wdrażanie modeli AI oraz ich integracje, Prowadzenie dokumentacji technicznej, Dbanie o jakość kodu oraz korzystanie z dobrych praktyk programistycznych, Aktywny udział w spotkaniach oraz proponowanie...","{Python,TensorFlow,PyTorch,Langchain,""Generative AI""}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca zdalna""}",2025-07-05,"https://www.pracuj.pl/praca/ai-developer-gdansk-aleja-grunwaldzka-472d,oferta,1004148128"
54,53,CI/CD Engineer,B2B.NET S.A.,Gdańsk,"Your responsibilities, Design and build robust CI/CD pipelines from the ground up., Develop Python scripts for automation., Maintain and evolve Snowflake data pipelines., Support data integration using Kafka., Work in a Kubernetes-based...","{Bitbucket,Jenkins,Bamboo,Maven,Ansible,SonarQube,Splunk,Grafana,Python,""Snowflake Data Cloud"",Kafka,Kubernetes}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-06,"https://www.pracuj.pl/praca/ci-cd-engineer-gdansk,oferta,1004150984"
55,54,Assistant Vice President - Data Analytics,HSBC Service Delivery (Polska) Sp. z o.o.,"Kraków, Dębniki","Your responsibilities, The role in the Data Management and Analytics team supports GRADE (Global Risk Analytics Data Environment) platform analytical projects. Our data is pivotal for WCR (Wholesale Credit Risk) model development, validation, and...","{Jira,Confluence,SAS,Python,PySpark,SQL}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-06-27,"https://www.pracuj.pl/praca/assistant-vice-president-data-analytics-krakow-kapelanka-42a,oferta,1004130373"
56,55,Software Engineer with Python (Cloud-based SaaS),Adtran,"Gdynia, Mały Kack","Your responsibilities, Perform or assist in high-level and low-level software design and implementation of new features and enhancements to existing software., Perform or assist in feasibility studies of needed software development., Document the...","{Python,Typescript,pyTest,Selenium,Cypress}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-06-25,"https://www.pracuj.pl/praca/software-engineer-with-python-cloud-based-saas-gdynia-luzycka-8c,oferta,1004123817"
57,56,"Software Engineer (Python, SaaS)",Adtran,"Gdynia, Mały Kack","Your responsibilities, Design and development of the Mosaic One SaaS product., Perform or assist in high-level and low-level software design and implementation of new modules and enhancements to existing software., Perform or assist in feasibility...","{Python,SaaS}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca stacjonarna"",""Praca hybrydowa""}",2025-07-11,"https://www.pracuj.pl/praca/software-engineer-python-saas-gdynia-luzycka-8c,oferta,1004160803"
58,57,Mid Data Scientist / Data Engineer,Transition Technologies–Systems Sp. z o. o.,"Warszawa, Wola","Twój zakres obowiązków, wdrażanie i rozwijanie rozwiązań AI w oparciu o istniejące lub nowe produkty Grupy, wybór narzędzi i technologii AI w zależności od specyfiki danego działu, obszaru, projektu, codzienna współpraca z zespołami programistów i...","{Python,Azure}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Umowa zlecenie"",""Kontrakt B2B""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/mid-data-scientist-data-engineer-warszawa-zubra-1,oferta,1004137886"
59,58,Analityk Biznesowy / obszar BI,Medicover,Warszawa,"Twój zakres obowiązków, Koordynacja cyklicznego raportowania wskaźników KPI, Utrzymanie i rozwój raportów, dashboardów, narzędzi analitycznych i modeli danych, Przygotowywanie prezentacji, analiz ad hoc, materiałów na spotkania biznesowe,...","{""Microsoft Power BI"",SQL,Python}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-10,"https://www.pracuj.pl/praca/analityk-biznesowy-obszar-bi-warszawa-aleje-jerozolimskie-96,oferta,1004157753"
60,59,Snowflake Engineer,Sii Sp. z o.o.,"Białystok, Centrum","Twój zakres obowiązków, Projektowanie i implementacja modeli danych w środowisku Snowflake, Budowa i optymalizacja procesów ETL/ELT z wykorzystaniem Snowflake SQL oraz narzędzi takich jak dbt, Airflow, Talend, Analiza i optymalizacja zapytań w...","{Snowflake,Python,ETL,SQL}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Kontrakt B2B""}","{""Praca stacjonarna"",""Praca zdalna"",""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/snowflake-engineer-bialystok-jozefa-marjanskiego-3,oferta,1004172685"
61,60,Regular IT Support Engineer - IT Services (Atlassian Focus),SQUARE ONE RESOURCES sp. z o.o.,Lublin,"Your responsibilities, Manage, configure, and optimize Atlassian tools (Jira, Confluence), both on-premise and in the cloud., Maintain system integrity and availability for end users., Provide technical support and troubleshoot issues related to...","{Jira,Confluence,AWS,Groovy,JavaScript,Python,Bash}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-05,"https://www.pracuj.pl/praca/regular-it-support-engineer-it-services-atlassian-focus-lublin,oferta,1004147961"
62,61,Python Developer,Integral Solutions,"Warszawa, Śródmieście","Your responsibilities, Working on a project for a client in the banking sector...","{Python,Jira,SQL,Linux,Jenkins,Nexus}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca zdalna""}",2025-06-20,"https://www.pracuj.pl/praca/python-developer-warszawa-ksiedza-skorupki-5,oferta,1004113851"
63,62,Administrator Systemów Linux,Atman sp. z o.o.,"Warszawa, Praga-Południe","Twój zakres obowiązków, Administrowanie systemami z rodziny Linux będące elementem utrzymania jednej z największych w kraju infrastruktur serwerów dedykowanych,, Rozwój i utrzymanie usługi DNS oraz systemów wsparcia np. Zabbix, LibreNMS, Grafana...","{Debian,Ubuntu,Bash,Python,VMware,Zabbix,Perl}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-06-22,"https://www.pracuj.pl/praca/administrator-systemow-linux-warszawa-grochowska-21a,oferta,1004119587"
64,63,Programista Big Data,B2B.NET S.A.,Warszawa,"Twój zakres obowiązków, Projektowanie i rozwój systemów teleinformatycznych, Integracja aplikacji z systemami zewnętrznymi, Instalacja, konfiguracja i testowanie aplikacji, Tworzenie i aktualizacja dokumentacji technicznej, Identyfikowanie i...","{Python,""Apache Spark"",""Apache Airflow"",SQL,Hadoop}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca zdalna""}",2025-07-02,"https://www.pracuj.pl/praca/programista-big-data-warszawa,oferta,1004137551"
65,64,QA Engineer (Python + Robot Framework),B2B.NET S.A.,Gdańsk,"Twój zakres obowiązków, Testowanie RESTful API (manualnie i automatycznie), Tworzenie i wykonywanie przypadków testowych, Automatyzacja testów w Robot Framework, Programowanie w Pythonie na potrzeby testów, Analiza wymagań z perspektywy QA,...","{""Robot Framework"",Python}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-10,"https://www.pracuj.pl/praca/qa-engineer-python-%2b-robot-framework-gdansk,oferta,1004157623"
66,65,Mid Security Engineer (DevSecOps),Ringier Axel Springer Polska Sp. z o.o.,"Kraków, Stare Miasto","Twój zakres obowiązków, Implementacja narzędzi do automatycznego skanowania podatności w pipeline'ach CI/CD, Wsparcie zespołów deweloperskich w zakresie bezpiecznego wytwarzania kodu, Przeprowadzanie testów bezpieczeństwa aplikacji (SAST, DAST,...","{Python,Git,PowerShell}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/mid-security-engineer-devsecops-krakow-aleja-29-listopada-20,oferta,1004137513"
67,67,Programista AI,KGHM Polska Miedź S.A.,Lubin,"Twój zakres obowiązków, implementacja oraz wdrażanie rozwiązań AI, utrzymanie wdrożonych rozwiązań oraz współpraca z odbiorcami biznesowymi na etapie eksploatacji, współpraca z innymi programistami oraz Architektem Rozwiązań AI, śledzenie...","{Python,R,SQL,TensorFlow,Keras,PyTorch}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca stacjonarna"",""Praca hybrydowa""}",2025-06-23,"https://www.pracuj.pl/praca/programista-ai-lubin-marii-sklodowskiej-curie-45b,oferta,1004157592"
68,68,Software Engineer II - Data Lineage,Google,"Warszawa, Śródmieście","Your responsibilities, Contribute to design, implement, and launch new features., Participate in monitoring and debugging efforts, and support frequent releases., Manage individual priorities, timelines and deliverables., Communicate well with...","{Python,C,C++,Java,JavaScript}","{""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-ii-data-lineage-warszawa-emilii-plater-53,oferta,1004141308"
69,69,Data & BI Support Specialist,summ-it s.a.,"Kraków, Prądnik Czerwony","Twój zakres obowiązków, Monitorowanie i utrzymanie istniejących rozwiązań platformy danych, Rozwiązywanie problemów związanych z procesami ETL/ELT, Wsparcie we wdrożeniu nowych procesów ETL/ELT, Utrzymanie i optymalizacja baz danych i data...","{Databricks,AAS,""Synapse Analytics"",""Azure Data Factory"",Python,Scala,""Azure Synapse"",""Microsoft Power BI"",""Microsoft SQL Server""}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-07-10,"https://www.pracuj.pl/praca/data-bi-support-specialist-krakow-opolska-110,oferta,1004157555"
70,70,Administrator IT / Inżynier Systemowy,PERSONNEL RECRUITMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Nowy Sącz,"Twój zakres obowiązków, Administracja i utrzymanie infrastruktury serwerowej (Proxmox, VMware, Windows/Linux Server)., Zarządzanie siecią produkcyjną i biurową (LAN/WAN/VPN/Wi-Fi) oraz urządzeniami sieciowymi (firewalle, routery, switche).,...","{Proxmox,VMware,""Windows Server"",Debian,CentOS,Ubuntu,Hyper-V,Docker,Kubernetes,Veeam,Bacula,rsync,Ansible,Terraform,PowerShell,Python,Grafana,Prometheus,Zabbix,PRTG,MSSQL}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca stacjonarna""}",2025-07-10,"https://www.pracuj.pl/praca/administrator-it-inzynier-systemowy-nowy-sacz,oferta,1004157543"
71,71,Technical Solutions Consultant - Android Auto Partner Engineering,Google,Kraków,"Your responsibilities, Manage workstreams with car manufacturers and the suppliers globally as part of multi-year partner programs., Manage relationships with external stakeholders (car manufacturers) and internal stakeholders., Support pre-sales...","{Python,Java,Kotlin,Rust,C,C++}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/technical-solutions-consultant-android-auto-partner-engineering-krakow,oferta,1004141240"
72,72,Architekt Rozwiązań w Zespole Rozwoju Procesów i Analiz Statystycznych - Wydział AML,Bank Millennium S.A.,"Warszawa, Mokotów","Twój zakres obowiązków, Rozwój zaawansowanych systemów analitycznych wspierających procesy Przeciwdziałania Praniu Pieniędzy oraz Finansowaniu Terroryzmu, Utrzymanie systemów analitycznych, monitorowanie wydajności, identyfikowanie i rozwiązywanie...","{SQL,Python,R}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/architekt-rozwiazan-w-zespole-rozwoju-procesow-i-analiz-statystycznych-wydzial-a-warszawa-stanislawa-zaryna-2a,oferta,1004137401"
73,73,Inżynier w kulturze DevOps,Comarch SA,"Kraków, Czyżyny","Twój zakres obowiązków, Aktywny udział w rozwiązywaniu problemów systemowych, Odpowiedzialność za budowanie oraz utrzymywanie środowisk wewnętrznych dla zespołów developerskich, testowych i produkcyjnych, Konfiguracja, administracja i...","{Docker,Kubernetes,AWS,""Microsoft Azure"",Ansible,Terraform,Bash,Python,Perl,Jenkins,""GitLab CI"",ArgoCD,Prometheus,Grafana,ELK,Zabbix}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/inzynier-w-kulturze-devops-krakow-aleja-jana-pawla-ii-39a,oferta,1004137382"
74,74,IT Systems Administrator (VMware),Beyond.pl Sp. z o.o.,"Poznań, Nowe Miasto","Twój zakres obowiązków, Zapewnienie rozwoju i utrzymanie chmur opartych o technologię VMware, Zapewnienie rozwoju i utrzymanie systemu backupowego opartego o technologię Veeam, Zapewnienie rozwoju i utrzymanie heterogenicznych środowisk Storage,...","{Perl,Bash,Python,PowerShell}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-06-27,"https://www.pracuj.pl/praca/it-systems-administrator-vmware-poznan-adama-kreglewskiego-11,oferta,1004095113"
75,75,"Software Engineer II - Full Stack, Android",Google,Kraków,"Your responsibilities, Write product or system development code., Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to...","{Java,Python,Go,C++,TypeScript,JavaScript,HTML,CSS}","{""Specjalista (Mid / Regular)"",""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-ii-full-stack-android-krakow,oferta,1004141214"
